jobTitle,department,earnings,year,serviceArea,hourlyWage,status
plant operator,ut water production div,19661.85,2015.0,utility services,9.45,full time
bus operator,transfort / dial-a-ride,19561.26,2015.0,planning development & transportation,9.4,full time
personnel technician,human resources,19429.68,2015.0,information and employee services,9.34,full time
customer service rep i,recreation,19320.1,2015.0,community and operation services,9.29,full time
bus operator,transfort / dial-a-ride,19314.13,2015.0,planning development & transportation,9.29,full time
dispatcher/scheduler-inactive,transfort / dial-a-ride,19289.18,2015.0,planning development & transportation,9.27,full time
sr bldg & dev rev tech-inactiv,comm dev & neighborhood svcs,19281.49,2015.0,planning development & transportation,9.27,full time
customer service rep i,recreation,19244.32,2015.0,community and operation services,9.25,full time
bus operator,transfort / dial-a-ride,19228.26,2015.0,planning development & transportation,9.24,full time
compliance inspector,comm dev & neighborhood svcs,19152.98,2015.0,planning development & transportation,9.21,full time
customer service rep i,recreation,18955.32,2015.0,community and operation services,9.11,full time
facilities plnnr/dsgr-inactive,operation services,18905.22,2015.0,community and operation services,9.09,full time
bus operator,transfort / dial-a-ride,18639.21,2015.0,planning development & transportation,8.96,full time
recreation coordinator,recreation,18500.0,2015.0,community and operation services,8.89,full time
technical svcs supv-wastewater,ut water production div,18486.6,2015.0,utility services,8.89,full time
financial technician,office of the chief,18453.88,2015.0,police services,8.87,full time
performance excellnce prog mgr,city manager's office,18415.87,2015.0,city manager,8.85,full time
asset manager,streets,18342.1,2015.0,planning development & transportation,8.82,full time
executive admin asst-inactive,city manager's office,18215.41,2015.0,city manager,8.76,full time
administrative clerk ii,cultural services,18135.0,2015.0,community and operation services,8.72,full time
bus operator,transfort / dial-a-ride,18033.55,2015.0,planning development & transportation,8.67,full time
graduate mgmt assistant,city manager's office,18005.0,2015.0,city manager,8.66,full time
financial analyst,utility financial operations,18e3,2015.0,utility services,8.65,full time
line groundworker,electric field services,17940.89,2015.0,utility services,8.63,full time
bus operator,transfort / dial-a-ride,17910.83,2015.0,planning development & transportation,8.61,full time
strategic accounts specialist,utilities customer connections,17826.06,2015.0,utility services,8.57,full time
telecom technical specialist,information technology,17563.33,2015.0,information and employee services,8.44,full time
bus operator,transfort / dial-a-ride,17470.16,2015.0,planning development & transportation,8.4,full time
compliance coordinator,city manager's office,17422.72,2015.0,city manager,8.38,full time
sr gis programmer analyst,information technology,17344.8,2015.0,information and employee services,8.34,full time
utility grounds technician,electric field services,17254.28,2015.0,utility services,8.3,full time
mechanic,operation services,17116.39,2015.0,community and operation services,8.23,full time
instrument/electric tech,ut water production div,17076.94,2015.0,utility services,8.21,full time
bus operator,transfort / dial-a-ride,17057.8,2015.0,planning development & transportation,8.2,full time
customer service rep ii,utilities customer connections,16963.64,2015.0,utility services,NA,part time
special projects manager,ut water systems engr div,16923.1,2015.0,utility services,NA,part time
recreation area manager,recreation,16915.11,2015.0,community and operation services,NA,part time
environmental planner,environmental services,16901.39,2015.0,sustainability services,NA,part time
mgr of forestry/ city forester,parks,16800.8,2015.0,community and operation services,NA,part time
streets equipment operator i,streets,16779.41,2015.0,planning development & transportation,NA,part time
civil engineer ii,ut water utilities engineering,16745.61,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,16623.28,2015.0,planning development & transportation,NA,part time
equipment maintenance worker,operation services,16614.4,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,16593.12,2015.0,planning development & transportation,NA,part time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,16571.02,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,16562.01,2015.0,planning development & transportation,NA,part time
line crew chief,electric field services,16547.29,2015.0,utility services,NA,part time
bus operator,transfort / dial-a-ride,16502.04,2015.0,planning development & transportation,NA,part time
legal assistant,city attorney's office,16442.28,2015.0,city attorney,NA,part time
bus operator,transfort / dial-a-ride,16228.34,2015.0,planning development & transportation,NA,part time
pc hardware/software spec,information technology,16223.7,2015.0,information and employee services,NA,part time
total rewards manager,human resources,16175.97,2015.0,information and employee services,NA,part time
bus operator,transfort / dial-a-ride,15972.6,2015.0,planning development & transportation,NA,part time
police officer,patrol,15946.08,2015.0,police services,NA,part time
bus operator,transfort / dial-a-ride,15771.78,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,15462.23,2015.0,planning development & transportation,NA,part time
parks supervisor,parks,15378.0,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,15201.79,2015.0,planning development & transportation,NA,part time
admin tech support specialist,transfort / dial-a-ride,15050.89,2015.0,planning development & transportation,NA,part time
administrative clerk i,ut water utilities engineering,15000.76,2015.0,planning development & transportation,NA,part time
parks/grounds tech,parks,15000.45,2015.0,community and operation services,NA,part time
parks/grounds tech,parks,14814.69,2015.0,community and operation services,NA,part time
legal assistant,city attorney's office,14787.89,2015.0,city attorney,NA,part time
forestry supervisor,parks,14684.3,2015.0,community and operation services,NA,part time
sr urban forester,parks,14684.3,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,14677.04,2015.0,planning development & transportation,NA,part time
recreation coordinator,recreation,14569.37,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,14550.93,2015.0,planning development & transportation,NA,part time
utility billing representative,utilities customer connections,14550.0,2015.0,utility services,NA,part time
line groundworker,electric field services,14512.42,2015.0,utility services,NA,part time
utility billing representative,utilities customer connections,14388.89,2015.0,utility services,NA,part time
bus operator,transfort / dial-a-ride,14301.19,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,14280.24,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,14254.53,2015.0,planning development & transportation,NA,part time
administrative aide,accounting and treasury,14233.19,2015.0,financial services,NA,part time
recreation coordinator,recreation,14084.2,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,14046.59,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,13864.53,2015.0,planning development & transportation,NA,part time
court baliff,municipal court,13858.69,2015.0,judicial services,NA,part time
sr legal assistant,city attorney's office,13844.62,2015.0,city attorney,NA,part time
bus operator,transfort / dial-a-ride,13798.21,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,13757.18,2015.0,planning development & transportation,NA,part time
erp program manager - inactive,information technology,13678.64,2015.0,information and employee services,NA,part time
bus operator,transfort / dial-a-ride,13674.49,2015.0,planning development & transportation,NA,part time
community service officer,patrol,13515.78,2015.0,police services,NA,part time
bus operator,transfort / dial-a-ride,13403.53,2015.0,planning development & transportation,NA,part time
budget analyst,budget,13399.58,2015.0,financial services,NA,part time
financial technician,office of the chief,13257.11,2015.0,police services,NA,part time
police sergeant,investigations,13217.65,2015.0,police services,NA,part time
utility billing representative,utilities customer connections,13164.06,2015.0,utility services,NA,part time
parks/grounds tech,parks,13131.74,2015.0,community and operation services,NA,part time
recreation supervisor,recreation,13063.66,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,13043.45,2015.0,planning development & transportation,NA,part time
recreation coordinator,recreation,13030.1,2015.0,community and operation services,NA,part time
recreation coordinator,recreation,13030.1,2015.0,community and operation services,NA,part time
forestry crew chief,parks,12916.9,2015.0,community and operation services,NA,part time
camera radar / red light cc i,municipal court,12843.75,2015.0,judicial services,NA,part time
plans analyst,comm dev & neighborhood svcs,12610.77,2015.0,planning development & transportation,NA,part time
police officer,patrol,12593.67,2015.0,police services,NA,part time
events coordinator,cultural services,12546.98,2015.0,community and operation services,NA,part time
administrative support ii,city manager's office,12526.7,2015.0,city manager,NA,part time
financial analyst,finance administration,12450.52,2015.0,financial services,NA,part time
police officer,patrol,12265.67,2015.0,police services,NA,part time
police sergeant,patrol,12219.4,2015.0,police services,NA,part time
accounting manager,accounting and treasury,12159.49,2015.0,financial services,NA,part time
bus operator,transfort / dial-a-ride,12118.22,2015.0,planning development & transportation,NA,part time
police sergeant,office of the chief,12112.15,2015.0,police services,NA,part time
police officer,patrol,11970.53,2015.0,police services,NA,part time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,11936.97,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,11926.73,2015.0,planning development & transportation,NA,part time
graduate mgmt assistant,city manager's office,11752.44,2015.0,city manager,NA,part time
lead pc hardwr/softwre spec,information technology,11742.27,2015.0,information and employee services,NA,part time
police sergeant,patrol,11584.85,2015.0,police services,NA,part time
police sergeant,patrol,11575.44,2015.0,police services,NA,part time
bus operator,transfort / dial-a-ride,11447.6,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,11380.48,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,11376.41,2015.0,planning development & transportation,NA,part time
utility grounds technician,electric field services,11355.79,2015.0,utility services,NA,part time
forestry crew chief,parks,11348.2,2015.0,community and operation services,NA,part time
electrical services supervisor,electric field services,11334.19,2015.0,utility services,NA,part time
police officer,patrol,11291.69,2015.0,police services,NA,part time
police sergeant,patrol,11191.74,2015.0,police services,NA,part time
bus operator,transfort / dial-a-ride,11129.52,2015.0,planning development & transportation,NA,part time
lead pc hardwr/softwre spec,information technology,11060.6,2015.0,information and employee services,NA,part time
forestry technician,parks,11038.85,2015.0,community and operation services,NA,part time
construction inspector,engineering,10919.99,2015.0,planning development & transportation,NA,part time
police officer,patrol,10896.3,2015.0,police services,NA,part time
police assistant chief,office of the chief,10879.92,2015.0,police services,NA,part time
civil engineer iii,ut water utilities engineering,10830.79,2015.0,planning development & transportation,NA,part time
police officer,investigations,10812.35,2015.0,police services,NA,part time
administrative support ii,city manager's office,10677.17,2015.0,city manager,NA,part time
transportation planner,fc moves,10663.09,2015.0,planning development & transportation,NA,part time
police deputy chief,patrol,10563.0,2015.0,police services,NA,part time
aquatics maintenance tech,operation services,10483.54,2015.0,community and operation services,NA,part time
sr code complnce insp/occupncy,comm dev & neighborhood svcs,10473.2,2015.0,planning development & transportation,NA,part time
forestry technician,parks,10443.35,2015.0,community and operation services,NA,part time
parks/grounds tech,parks,10415.55,2015.0,community and operation services,NA,part time
payroll specialist,accounting and treasury,10299.78,2015.0,financial services,NA,part time
administrative clerk ii,recreation,10266.32,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,10241.56,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,10143.79,2015.0,planning development & transportation,NA,part time
plant operator,ut water production div,10113.35,2015.0,utility services,NA,part time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,10109.27,2015.0,planning development & transportation,NA,part time
accountant-inactive,accounting and treasury,10039.52,2015.0,financial services,NA,part time
police officer,patrol,10003.85,2015.0,police services,NA,part time
police officer,investigations,9985.9,2015.0,police services,NA,part time
occupational health prof,"safety, security, & risk mgmt.",9952.02,2015.0,financial services,NA,part time
service development manager,transfort / dial-a-ride,9941.55,2015.0,planning development & transportation,NA,part time
parks/grounds tech,parks,9919.9,2015.0,community and operation services,NA,part time
building inspector-inactive,comm dev & neighborhood svcs,9909.25,2015.0,planning development & transportation,NA,part time
police deputy chief,investigations,9901.62,2015.0,police services,NA,part time
police officer,patrol,9900.55,2015.0,police services,NA,part time
police officer,patrol,9894.35,2015.0,police services,NA,part time
administrative aide,parks,9761.17,2015.0,community and operation services,NA,part time
police officer,investigations,9729.85,2015.0,police services,NA,part time
police officer,patrol,9724.74,2015.0,police services,NA,part time
forestry technician,parks,9579.45,2015.0,community and operation services,NA,part time
customer service rep i,recreation,9521.57,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,9344.88,2015.0,planning development & transportation,NA,part time
camera radar / red light cc ii,municipal court,9172.3,2015.0,judicial services,NA,part time
police officer,patrol,9046.26,2015.0,police services,NA,part time
administrative assistant,finance administration,8992.45,2015.0,financial services,NA,part time
police officer,patrol,8992.25,2015.0,police services,NA,part time
communications & admin manager,transfort / dial-a-ride,8977.26,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,8944.16,2015.0,planning development & transportation,NA,part time
comm dev & neigh svcs director,comm dev & neighborhood svcs,8944.0,2015.0,planning development & transportation,NA,part time
crew chief,parks,8848.13,2015.0,community and operation services,NA,part time
police lieutenant,investigations,8846.38,2015.0,police services,NA,part time
public relations coordinator,cultural services,8769.24,2015.0,community and operation services,NA,part time
deputy court clerk i,municipal court,8695.5,2015.0,judicial services,NA,part time
administrative clerk ii,operation services,8605.59,2015.0,community and operation services,NA,part time
police officer,patrol,8539.86,2015.0,police services,NA,part time
streets equipment operator i,streets,8435.45,2015.0,planning development & transportation,NA,part time
administrative aide,transfort / dial-a-ride,8384.25,2015.0,planning development & transportation,NA,part time
civil engineer i,engineering,8361.16,2015.0,planning development & transportation,NA,part time
police sergeant,patrol,8316.13,2015.0,police services,NA,part time
plans analyst,comm dev & neighborhood svcs,8270.7,2015.0,planning development & transportation,NA,part time
operations manager,transfort / dial-a-ride,8223.36,2015.0,planning development & transportation,NA,part time
survey party chief,engineering,8142.69,2015.0,planning development & transportation,NA,part time
police lieutenant,patrol,8114.46,2015.0,police services,NA,part time
"safety, security, training mgr",transfort / dial-a-ride,7966.08,2015.0,planning development & transportation,NA,part time
service planner,transfort / dial-a-ride,7954.44,2015.0,planning development & transportation,NA,part time
field/training coordinator,transfort / dial-a-ride,7942.71,2015.0,planning development & transportation,NA,part time
police sergeant,office of the chief,7935.11,2015.0,police services,NA,part time
administrative support supv,recreation,7905.23,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,7746.7,2015.0,planning development & transportation,NA,part time
administrative support ii,"safety, security, & risk mgmt.",7744.55,2015.0,financial services,NA,part time
police officer,patrol,7662.35,2015.0,police services,NA,part time
streets equipment operator ii,streets,7565.23,2015.0,planning development & transportation,NA,part time
building inspector-inactive,comm dev & neighborhood svcs,7169.44,2015.0,planning development & transportation,NA,part time
customer service rep i,recreation,7116.66,2015.0,community and operation services,NA,part time
administrative assistant,office of the chief,6973.12,2015.0,police services,NA,part time
civil engineer iii,ut water utilities engineering,6962.68,2015.0,planning development & transportation,NA,part time
field/training coordinator,transfort / dial-a-ride,6864.61,2015.0,planning development & transportation,NA,part time
civil engineer iii,ut water utilities engineering,6518.04,2015.0,planning development & transportation,NA,part time
plans analyst,comm dev & neighborhood svcs,6335.57,2015.0,planning development & transportation,NA,part time
bus operator,transfort / dial-a-ride,6087.58,2015.0,planning development & transportation,NA,part time
police officer,patrol,6069.3,2015.0,police services,NA,part time
executive admin asst-inactive,pdt administration,5970.17,2015.0,planning development & transportation,NA,part time
warehouse worker,operation services,5910.38,2015.0,community and operation services,NA,part time
streets equipment operator i,streets,5820.76,2015.0,planning development & transportation,NA,part time
facilities maint superintendnt,operation services,5582.62,2015.0,community and operation services,NA,part time
systems specialist,information technology,5518.76,2015.0,information and employee services,NA,part time
sr environmental planner,comm dev & neighborhood svcs,5352.0,2015.0,planning development & transportation,NA,part time
electric lineworker,electric field services,5280.92,2015.0,utility services,NA,part time
admin tech support specialist,transfort / dial-a-ride,5242.33,2015.0,planning development & transportation,NA,part time
environmental planner,environmental services,5034.96,2015.0,sustainability services,NA,part time
deputy court clerk i,municipal court,4947.42,2015.0,judicial services,NA,part time
utility billing representative,utilities customer connections,4866.08,2015.0,utility services,NA,part time
public relations coord ii,recreation,4794.66,2015.0,community and operation services,NA,part time
customer service rep ii,utilities customer connections,4476.09,2015.0,utility services,NA,part time
hvac lead-inactive,operation services,4433.3,2015.0,community and operation services,NA,part time
instrument/electric tech,ut water production div,4263.38,2015.0,utility services,NA,part time
bldg & dev review tech supv,comm dev & neighborhood svcs,4120.0,2015.0,planning development & transportation,NA,part time
utility billing representative,utilities customer connections,4110.09,2015.0,utility services,NA,part time
utility billing representative,utilities customer connections,3982.03,2015.0,utility services,NA,part time
accounts payable rep,comm dev & neighborhood svcs,3896.93,2015.0,planning development & transportation,NA,part time
financial coordinator,cultural services,3849.24,2015.0,community and operation services,NA,part time
recreation coordinator,recreation,3718.56,2015.0,community and operation services,NA,part time
administrative assistant,comm dev & neighborhood svcs,3707.09,2015.0,planning development & transportation,NA,part time
lead customer service rep,utilities customer connections,3470.35,2015.0,utility services,NA,part time
electric utility project mgr,ut electric systems eng div,3244.41,2015.0,utility services,NA,part time
bldg & dev review tech,comm dev & neighborhood svcs,3200.0,2015.0,planning development & transportation,NA,part time
police officer,investigations,3091.55,2015.0,police services,NA,part time
customer accts analyst-inactiv,utilities customer connections,3019.24,2015.0,utility services,NA,part time
customer service rep ii,recreation,2976.3,2015.0,community and operation services,NA,part time
electric utility project mgr,ut electric systems eng div,2975.92,2015.0,utility services,NA,part time
bus operator,transfort / dial-a-ride,2763.58,2015.0,planning development & transportation,NA,part time
criminalist - inactive,investigations,2714.46,2015.0,police services,NA,part time
criminalist - inactive,investigations,2692.42,2015.0,police services,NA,part time
accountant-inactive,accounting and treasury,2360.0,2015.0,financial services,NA,part time
parking enforcement officer,parking,2252.14,2015.0,planning development & transportation,NA,part time
sr sales tax auditor,sales tax,2204.8,2015.0,financial services,NA,part time
economic health analyst,economic health office,2115.38,2015.0,sustainability services,NA,part time
deputy court clerk i,municipal court,1897.2,2015.0,judicial services,NA,part time
transit services officer,transfort / dial-a-ride,1886.81,2015.0,planning development & transportation,NA,part time
occupational health prof,"safety, security, & risk mgmt.",1860.83,2015.0,financial services,NA,part time
administrative assistant,comm dev & neighborhood svcs,1842.05,2015.0,planning development & transportation,NA,part time
public relations coordinator,cultural services,1756.06,2015.0,community and operation services,NA,part time
bus operator,transfort / dial-a-ride,1730.83,2015.0,planning development & transportation,NA,part time
forestry technician,parks,1546.64,2015.0,community and operation services,NA,part time
customer service rep i,information technology,1528.92,2015.0,information and employee services,NA,part time
deputy court clerk i,municipal court,1491.43,2015.0,judicial services,NA,part time
dot compliance specialist,"safety, security, & risk mgmt.",1487.08,2015.0,financial services,NA,part time
environmental planner,environmental services,747.06,2015.0,sustainability services,NA,part time
streets equipment operator i,streets,186.7,2015.0,planning development & transportation,NA,part time
