"Job Title","Department","2016 Earnings"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,584.80"
"CLERICAL AIDE","RECREATION","$2,583.70"
"YOUTH INSTRUCTOR","RECREATION","$2,582.65"
"LIFEGUARD","RECREATION","$2,575.88"
"SKATE INSTRUCTOR/GROUP","RECREATION","$2,572.10"
"SR ACCOUNTANT-INACTIVE","ACCOUNTING AND TREASURY","$2,570.23"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$2,565.95"
"EXHIBIT WORKER","CULTURAL SERVICES","$2,562.65"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,560.67"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$2,555.00"
"LIFEGUARD","RECREATION","$2,538.46"
"FORESTRY FIELD WORKER I","PARKS","$2,535.50"
"YOUTH INSTRUCTOR","RECREATION","$2,529.00"
"CLERICAL AIDE","CULTURAL SERVICES","$2,528.90"
"FITNESS INSTRUCTOR","RECREATION","$2,519.03"
"UTILITY WORKER/ PARKS","PARKS","$2,519.00"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$2,518.73"
"YOUTH INSTRUCTOR","RECREATION","$2,512.50"
"FACILITY ATTENDANT","RECREATION","$2,504.53"
"BUS OPERATOR","RIDE","$2,504.18"
"HUMAN RESOURCES PARTNER-INACTV","HUMAN RESOURCES","$2,500.00"
"SPECIALIZED INSTRUCTOR","RECREATION","$2,497.82"
"FACILITY ATTENDANT","RECREATION","$2,496.78"
"LIFEGUARD","RECREATION","$2,488.04"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$2,480.50"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$2,477.40"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$2,476.00"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$2,475.00"
"FITNESS INSTRUCTOR","RECREATION","$2,465.80"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$2,457.15"
"AQUATICS MANAGER","RECREATION","$2,453.52"
"LIFEGUARD","RECREATION","$2,432.20"
"CLERICAL AIDE","RECREATION","$2,411.19"
"LIFEGUARD","RECREATION","$2,408.64"
"EXEC ASST TO CITY MGR-INACTIVE","CITY MANAGER'S OFFICE","$2,393.74"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,393.16"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,392.51"
"CLERICAL AIDE/ADDITIONAL","RECREATION","$2,392.07"
"YOUTH INSTRUCTOR","RECREATION","$2,389.50"
"BUS OPERATOR","RIDE","$2,382.21"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$2,380.23"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$2,368.16"
"CLERICAL AIDE","CULTURAL SERVICES","$2,355.80"
"AQUATICS MANAGER","RECREATION","$2,339.15"
"FITNESS INSTRUCTOR","RECREATION","$2,336.25"
"COMPLIANCE SUPV-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$2,330.62"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,317.74"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,311.58"
"LCC STAGE HAND","CULTURAL SERVICES","$2,309.40"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$2,308.90"
"PAYROLL/ACCTS PAYBLE SUP-INACT","ACCOUNTING AND TREASURY","$2,308.48"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,304.04"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,301.87"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$2,295.00"
"ASST SUPRNTENDNT-GOLF-INACTIVE","PARKS","$2,289.73"
"ASST SUPRNTENDNT-GOLF-INACTIVE","PARKS","$2,289.73"
"FACILITY ATTENDANT","RECREATION","$2,287.98"
"ASST SUPRNTENDNT-GOLF-INACTIVE","PARKS","$2,282.52"
"BUS OPERATOR","RIDE","$2,281.17"
"LINE GROUNDWORKER/HOURLY","ELECTRIC FIELD SERVICES","$2,280.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,279.91"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$2,275.17"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,269.25"
"YOUTH INSTRUCTOR","RECREATION","$2,267.50"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,266.17"
"YOUTH INSTRUCTOR","RECREATION","$2,265.00"
"UTILITY WORKER/ PARKS","PARKS","$2,259.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,254.20"
"GRAPHICS SPECIALIST-INACTIVE","COMM. & PUBLIC INVOLVEMENT","$2,251.66"
"LIBRARIAN","LIBRARY DISTRICT","$2,240.78"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,240.16"
"RECREATION AIDE","RECREATION","$2,235.25"
"ACCOUNTANT-INACTIVE","ACCOUNTING AND TREASURY","$2,231.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,226.07"
"HVAC LEAD-INACTIVE","OPERATION SERVICES","$2,216.65"
"ANSWER CENTER TECHNICIAN","LIBRARY DISTRICT","$2,216.50"
"FACILITY ATTENDANT","RECREATION","$2,207.70"
"CIRCULATION SPECIALIST","LIBRARY DISTRICT","$2,198.10"
"SPECIALIZED INSTRUCTOR","RECREATION","$2,188.03"
"BUS OPERATOR","RIDE","$2,186.97"
"YOUTH INSTRUCTOR","RECREATION","$2,168.76"
"FITNESS INSTRUCTOR","RECREATION","$2,161.25"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$2,153.46"
"FACILITY ATTENDANT","CULTURAL SERVICES","$2,151.86"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,148.93"
"LIFEGUARD","RECREATION","$2,148.92"
"CONSULTANT","UTILITIES CUSTOMER CONNECTIONS","$2,145.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,140.74"
"LIFEGUARD","RECREATION","$2,126.32"
"PLANNING TECHNICIAN","CULTURAL SERVICES","$2,122.50"
"EQUIPMENT OPERATOR/ CEMETERY","PARKS","$2,120.00"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$2,119.57"
"LIFEGUARD","RECREATION","$2,110.55"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$2,104.25"
"UTILITY WORKER/ PARKS","PARKS","$2,099.43"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$2,099.14"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,097.38"
"TRAFFIC EQUIPMENT OPERATOR I","TRAFFIC","$2,093.62"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$2,090.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$2,089.75"
"CLERICAL AIDE","RECREATION","$2,085.12"
"ADULT SPORTS SCOREKEEPER","RECREATION","$2,081.66"
"LCC STAGE HAND","CULTURAL SERVICES","$2,078.70"
"MUNICIPAL COURT ADMNSTR-INACTV","MUNICIPAL COURT","$2,076.29"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,075.11"
"SPECIALIZED INSTRUCTOR","RECREATION","$2,073.63"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$2,066.60"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$2,063.80"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$2,063.25"
"LIFEGUARD","RECREATION","$2,063.21"
"LIFEGUARD","RECREATION","$2,060.02"
"CLERICAL AIDE","RECREATION","$2,054.07"
"INTERN","SOCIAL SUSTAINABILITY","$2,034.00"
"SKATE GUARD","RECREATION","$2,027.07"
"LIBRARY AIDE","LIBRARY DISTRICT","$2,022.45"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$2,018.50"
"YOUTH INSTRUCTOR","RECREATION","$2,016.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,013.52"
"LIFEGUARD","RECREATION","$2,006.90"
"CIRCULATION AIDE","LIBRARY DISTRICT","$2,004.52"
"FITNESS INSTRUCTOR","RECREATION","$2,002.08"
"BARTENDER","RECREATION","$1,993.20"
"UTILITY WORKER/ PARKS","PARKS","$1,990.00"
"FIGURE AND FREESTYLE COACH","RECREATION","$1,989.96"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$1,981.85"
"UTILITY WORKER/ PARKS","PARKS","$1,980.00"
"FACILITY ATTENDANT","RECREATION","$1,973.61"
"EXECUTIVE ADMIN ASST-INACTIVE","CITY MANAGER'S OFFICE","$1,971.08"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$1,969.00"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$1,966.50"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$1,966.50"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$1,963.63"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$1,957.50"
"FACILITY ATTENDANT","RECREATION","$1,956.24"
"EXECUTIVE ADMIN ASST-INACTIVE","CITY MANAGER'S OFFICE","$1,955.47"
"YOUTH INSTRUCTOR","RECREATION","$1,953.20"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,944.60"
"PLANNING TECHNICIAN","CULTURAL SERVICES","$1,944.00"
"CLERICAL AIDE","RECREATION","$1,941.66"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$1,929.75"
"FACILITY ATTENDANT","RECREATION","$1,927.17"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$1,923.20"
"BUDGET ANALYST I","BUDGET","$1,923.08"
"LIFEGUARD","RECREATION","$1,920.86"
"INTERN","UT ELECTRIC SYSTEMS ENG DIV","$1,920.00"
"PLANNING TECHNICIAN","COMM DEV & NEIGHBORHOOD SVCS","$1,920.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,905.75"
"EXECUTIVE ADMIN ASST-INACTIVE","OFFICE OF THE CHIEF","$1,905.40"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,905.40"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$1,902.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$1,895.00"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$1,890.00"
"MAINT TECH-HVAC-INACTIVE","OPERATION SERVICES","$1,889.83"
"CLERICAL AIDE","RECREATION","$1,889.55"
"LCC TECHNICAL AIDE II","CULTURAL SERVICES","$1,887.50"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$1,884.75"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$1,880.25"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$1,875.50"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$1,872.08"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$1,870.00"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$1,863.75"
"FITNESS INSTRUCTOR","RECREATION","$1,862.16"
"LIFEGUARD","RECREATION","$1,861.34"
"MAINTENANCE HELPER","OPERATION SERVICES","$1,859.00"
"FACILITY ATTENDANT","RECREATION","$1,858.57"
"ADMINISTRATIVE ASSISTANT","HUMAN RESOURCES","$1,855.00"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$1,843.72"
"FACILITY ATTENDANT","RECREATION","$1,842.48"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$1,841.51"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,820.45"
"LIFEGUARD","RECREATION","$1,819.65"
"LIFEGUARD","RECREATION","$1,813.27"
"ADULT SPORTS OFFICIAL/ VB","RECREATION","$1,807.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,801.80"
"EXECUTIVE ADMIN ASST-INACTIVE","SUSTAINABILITY SERVICES ADMIN","$1,800.00"
"LIFEGUARD","RECREATION","$1,798.95"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$1,795.66"
"UTILITY WORKER/ PARKS","PARKS","$1,795.00"
"INTERN","ENVIRONMENTAL SERVICES","$1,788.00"
"LIFEGUARD","RECREATION","$1,787.06"
"FITNESS INSTRUCTOR","RECREATION","$1,786.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,782.22"
"FACILITY ATTENDANT","RECREATION","$1,775.70"
"PUBLICITY MARKETING TECH","COMM. & PUBLIC INVOLVEMENT","$1,772.50"
"PARKING ATTENDANT","PARKS","$1,771.13"
"BUS FUELER","OPERATION SERVICES","$1,770.51"
"MARKETING & PUBLICITY ASST","CULTURAL SERVICES","$1,766.00"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$1,765.47"
"LEGAL ASSISTANT","CITY ATTORNEY'S OFFICE","$1,761.54"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$1,752.00"
"LIFEGUARD","RECREATION","$1,751.04"
"GRAPHICS SPECIALIST-INACTIVE","COMM. & PUBLIC INVOLVEMENT","$1,748.24"
"LIFEGUARD","RECREATION","$1,745.90"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,739.40"
"UTILITY WORKER/ PARKS","PARKS","$1,738.36"
"FACILITY ATTENDANT","CULTURAL SERVICES","$1,734.30"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$1,730.26"
"LIFEGUARD","RECREATION","$1,726.70"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,724.10"
"YOUTH INSTRUCTOR","RECREATION","$1,723.50"
"YOUTH INSTRUCTOR","RECREATION","$1,721.25"
"LIFEGUARD","RECREATION","$1,720.45"
"GRAPHICS SPECIALIST-INACTIVE","COMM. & PUBLIC INVOLVEMENT","$1,714.80"
"WATER SAFETY INSTRUCTOR","RECREATION","$1,711.12"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$1,705.50"
"BLDG & DEV REVIEW TECH-INACTVE","COMM DEV & NEIGHBORHOOD SVCS","$1,703.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$1,691.25"
"UTILITY WORKER/ PARKS","PARKS","$1,685.25"
"YOUTH INSTRUCTOR","RECREATION","$1,681.08"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,681.05"
"FIGURE AND FREESTYLE COACH","RECREATION","$1,675.36"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$1,670.00"
"POTTERY INSTRUCTOR","RECREATION","$1,668.75"
"FACILITY ATTENDANT","RECREATION","$1,659.78"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,639.95"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$1,638.90"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,634.55"
"GENERAL INTEREST INSTRUCTOR","RECREATION","$1,622.50"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$1,621.40"
"HORTICULTURIST","CULTURAL SERVICES","$1,620.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,616.30"
"CLERICAL AIDE","RECREATION","$1,607.66"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,601.87"
"RECORDS TECHNICIAN","POLICE INFORMATION SERVICES","$1,598.10"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$1,593.10"
"FACILITY ATTENDANT","RECREATION","$1,590.57"
"INTERN","ENVIRONMENTAL SERVICES","$1,590.00"
"LIFEGUARD","RECREATION","$1,588.95"
"FITNESS INSTRUCTOR","RECREATION","$1,588.60"
"UTILITY WORKER/ PARKS","PARKS","$1,580.00"
"BUS OPERATOR","RECREATION","$1,561.00"
"PROGRAM ASSISTANT","RECREATION","$1,550.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,547.10"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$1,537.60"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$1,537.50"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$1,537.25"
"LIFEGUARD","RECREATION","$1,536.28"
"FITNESS INSTRUCTOR","PARKING","$1,535.67"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,530.00"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$1,520.75"
"BUS OPERATOR","RIDE","$1,519.11"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,514.80"
"LIFEGUARD","RECREATION","$1,514.77"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$1,504.00"
"PARTS ASSISTANT-INACTIVE","OPERATION SERVICES","$1,503.32"
"FITNESS INSTRUCTOR","RECREATION","$1,496.00"
"YOUTH INSTRUCTOR","RECREATION","$1,492.00"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$1,491.90"
"INTERN","COMM DEV & NEIGHBORHOOD SVCS","$1,480.00"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$1,479.50"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$1,476.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,476.00"
"LIFEGUARD","RECREATION","$1,472.90"
"FACILITY ATTENDANT","RECREATION","$1,471.36"
"LIFEGUARD","RECREATION","$1,468.21"
"FACILITY ATTENDANT","RECREATION","$1,457.82"
"UTILITY WORKER/ PARKS","PARKS","$1,455.00"
"SECRETARY","SAFETY, SECURITY, & RISK MGMT.","$1,450.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,449.10"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$1,442.17"
"ADMINISTRATIVE ASSISTANT","HUMAN RESOURCES","$1,440.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,437.63"
"INTERN","FC MOVES","$1,416.00"
"EQUIPMENT OPERATOR/ CEMETERY","PARKS","$1,415.00"
"GENERAL INTEREST INSTRUCTOR","RECREATION","$1,411.50"
"FITNESS INSTRUCTOR","RECREATION","$1,411.00"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$1,410.67"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,404.40"
"PARKING ATTENDANT","PARKING","$1,388.85"
"ASST CIRCULATION SUPV - HOURLY","LIBRARY DISTRICT","$1,388.61"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,387.92"
"YOUTH INSTRUCTOR","RECREATION","$1,384.85"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,383.63"
"CLERICAL AIDE","HUMAN RESOURCES","$1,377.00"
"CONSULTANT","UTILITIES CUSTOMER CONNECTIONS","$1,375.75"
"LIFEGUARD","RECREATION","$1,372.85"
"CIRCULATION AIDE - PROSPECTOR","LIBRARY DISTRICT","$1,370.25"
"YOUTH INSTRUCTOR","RECREATION","$1,370.00"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$1,368.00"
"LIBRARY ASSISTANT-INACTIVE","LIBRARY DISTRICT","$1,364.67"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$1,362.50"
"EXHIBIT WORKER","CULTURAL SERVICES","$1,361.80"
"CAMERA RADAR OPERATOR","PATROL","$1,349.80"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,349.39"
"FACILITY ATTENDANT","CULTURAL SERVICES","$1,349.10"
"OUTDOOR RECREATION INSTRUCTOR","RECREATION","$1,345.00"
"EXHIBIT WORKER","CULTURAL SERVICES","$1,341.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,326.17"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$1,321.03"
"YOUTH INSTRUCTOR","FC MOVES","$1,320.00"
"AQUATICS MANAGER","RECREATION","$1,315.27"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$1,311.60"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,304.67"
"EQUIPMENT OPERATOR/ CEMETERY","PARKS","$1,300.00"
"PRSNL TRAINER/WEIGHT RM","RECREATION","$1,290.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,286.25"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$1,284.90"
"CLERICAL AIDE","RECREATION","$1,275.30"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,272.30"
"CIRCULATION SPECIALIST","LIBRARY DISTRICT","$1,270.00"
"EVENTS CONCIERGE","CULTURAL SERVICES","$1,264.90"
"CLERICAL AIDE","RECREATION","$1,263.96"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,262.30"
"EQUIPMENT OPER- STRTS/TRAFFIC","NATURAL AREAS","$1,258.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,254.74"
"AQUATICS MANAGER","RECREATION","$1,254.55"
"INTERN","PDT ADMINISTRATION","$1,248.00"
"SWIM INSTRUCTOR","RECREATION","$1,244.83"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,233.70"
"FACILITY ATTENDANT","RECREATION","$1,232.65"
"FITNESS INSTRUCTOR","RECREATION","$1,211.20"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$1,204.00"
"CLERICAL AIDE","MUNICIPAL COURT","$1,201.58"
"ENVIRONMENTAL PLANNER","ENVIRONMENTAL SERVICES","$1,192.31"
"SKATE SHARPENER","RECREATION","$1,187.50"
"INTERLIBRARY LOAN AIDE","LIBRARY DISTRICT","$1,181.65"
"UTILITY WORKER/ WATER","UT DRAINAGE SYSTEM DIV","$1,176.25"
"OUTDOOR RECREATION INSTRUCTOR","RECREATION","$1,175.00"
"FITNESS INSTRUCTOR","RECREATION","$1,170.80"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$1,168.00"
"LIFEGUARD","RECREATION","$1,163.18"
"LIBRARY AIDE-COMP LAB MONITOR","LIBRARY DISTRICT","$1,162.30"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$1,159.95"
"LIFEGUARD","RECREATION","$1,153.71"
"LIFEGUARD","RECREATION","$1,145.09"
"UTILITY WORKER/ PARKS","PARKS","$1,144.50"
"FITNESS INSTRUCTOR","RECREATION","$1,140.54"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$1,137.24"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,134.30"
"YOUTH INSTRUCTOR","RECREATION","$1,131.44"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,125.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$1,123.50"
"SWIM INSTRUCTOR","RECREATION","$1,123.20"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$1,120.00"
"SWIM INSTRUCTOR","RECREATION","$1,114.30"
"YOUTH SPORTS OFFICIAL","RECREATION","$1,110.00"
"EXHIBIT WORKER","CULTURAL SERVICES","$1,108.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,105.00"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$1,104.00"
"SWIM INSTRUCTOR","RECREATION","$1,103.70"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$1,103.35"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,101.77"
"UTILITY WORKER/ PARKS","PARKS","$1,098.00"
"ASST CIRCULATION SUPV - HOURLY","LIBRARY DISTRICT","$1,097.59"
"FITNESS INSTRUCTOR","RECREATION","$1,096.99"
"ENV. EDUCATION SPECIALIST","UTILITIES CUSTOMER CONNECTIONS","$1,095.00"
"SWIM INSTRUCTOR","RECREATION","$1,091.70"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,085.50"
"LCC TECHNICAL AIDE II","CULTURAL SERVICES","$1,076.80"
"LIBRARY AIDE-COMP LAB MONITOR","LIBRARY DISTRICT","$1,070.85"
"SWIM INSTRUCTOR","RECREATION","$1,062.90"
"FACILITY CUSTODIAN","RECREATION","$1,060.92"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$1,060.08"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,054.00"
"EQUIPMENT OPER- STRTS/TRAFFIC","PURCHASING","$1,053.00"
"LCC STAGE HAND","CULTURAL SERVICES","$1,053.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,050.41"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,047.80"
"INTERN","ENVIRONMENTAL SERVICES","$1,044.00"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$1,040.00"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$1,040.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,030.90"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,029.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,028.18"
"LIFEGUARD","RECREATION","$1,027.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,027.00"
"EXHIBIT WORKER","CULTURAL SERVICES","$1,022.50"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$1,018.57"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$1,014.40"
"INTERN","STREETS","$1,013.70"
"SKATE INSTRUCTOR/GROUP","RECREATION","$1,010.40"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,010.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$1,009.62"
"LIBRARY AIDE","LIBRARY DISTRICT","$1,008.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$1,005.51"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$1,000.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$994.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$989.13"
"YOUTH INSTRUCTOR","RECREATION","$980.00"
"RECORDS TECHNICIAN","POLICE INFORMATION SERVICES","$977.60"
"CIRCULATION AIDE - PROSPECTOR","LIBRARY DISTRICT","$972.30"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$966.00"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$960.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$959.40"
"LIFEGUARD","RECREATION","$957.94"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$955.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$953.60"
"LIFEGUARD","RECREATION","$950.91"
"ASST CIRCULATION SUPV - HOURLY","LIBRARY DISTRICT","$950.48"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$949.00"
"LIFEGUARD","RECREATION","$948.57"
"LIFEGUARD","RECREATION","$944.16"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$940.50"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$940.50"
"LIFEGUARD","RECREATION","$933.81"
"SWIM INSTRUCTOR","RECREATION","$932.50"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$931.28"
"LCC STAGE HAND","CULTURAL SERVICES","$930.00"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$928.00"
"LIFEGUARD","RECREATION","$926.25"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$920.00"
"ADULT SPORTS SCOREKEEPER","UT STANDARDS ENGINEERING DIV","$918.26"
"PRSNL TRAINER/WEIGHT RM","CITY CLERK'S OFFICE","$916.51"
"FITNESS INSTRUCTOR","RECREATION","$916.40"
"OUTDOOR RECREATION INSTRUCTOR","RECREATION","$912.50"
"FITNESS INSTRUCTOR","RECREATION","$906.00"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$905.00"
"FINANCIAL ANALYST","OFFICE OF THE CHIEF","$903.99"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$902.78"
"LCC STAGE HAND","CULTURAL SERVICES","$901.80"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$900.30"
"LIFEGUARD","RECREATION","$897.14"
"GENERAL INTEREST INSTRUCTOR","RECREATION","$892.00"
